 ,Label,Area,Mean,Circ.,AR,Round,Solidity
1,pre_skel_Brachy_roots_12-10_D1_030.tif,35796900,1.790,0.766,1.376,0.727,1.000
2,post_skel_Brachy_roots_12-10_D1_030.tif,35796900,0.354,0.766,1.376,0.727,1.000
