 ,Label,Area,Mean,Circ.,AR,Round,Solidity
1,Brachy_roots_12-10_A1_006.jpg,12814200,6.910,0.766,1.377,0.726,1.000
2,Brachy_roots_12-10_A1_006.jpg,12814200,1.772,0.766,1.377,0.726,1.000
